source,target,gene_A,gene_B,type_gene_A,type_gene_B,MeanLR
Neural,Neural,STAT1,CXCL8,Transcription Factor,Ligand,0.28919360041618347
Neural,Neural,STAT1,EFNB1,Transcription Factor,Ligand,0.28919360041618347
Neural,Neural,STAT1,FGF7,Transcription Factor,Ligand,0.28919360041618347
Neural,Neural,STAT1,GDF15,Transcription Factor,Ligand,0.28919360041618347
Neural,Neural,STAT1,IL16,Transcription Factor,Ligand,0.28919360041618347
Neural,Neural,STAT1,LGALS3,Transcription Factor,Ligand,0.28919360041618347
Neural,Neural,STAT1,LTBP3,Transcription Factor,Ligand,0.28919360041618347
Neural,Neural,STAT1,MIF,Transcription Factor,Ligand,0.28919360041618347
Neural,Neural,STAT1,SNCA,Transcription Factor,Ligand,0.28919360041618347
Neural,Neural,STAT1,TNFSF13B,Transcription Factor,Ligand,0.28919360041618347
Neural,Neural,STAT1,VCL,Transcription Factor,Ligand,0.28919360041618347
Neural,Neural,PAX2,SFRP2,Transcription Factor,Ligand,0.04695102199912071
Neural,Neural,USF2,CALR,Transcription Factor,Ligand,0.572445273399353
Neural,Neural,USF2,GDF15,Transcription Factor,Ligand,0.572445273399353
Neural,Neural,USF2,LTBP3,Transcription Factor,Ligand,0.572445273399353
Neural,Neural,TCF7L2,CXCL8,Transcription Factor,Ligand,0.0335710272192955
Neural,Neural,E2F6,GDF15,Transcription Factor,Ligand,0.2462499588727951
Neural,Neural,E2F6,LTBP3,Transcription Factor,Ligand,0.2462499588727951
Neural,Neural,ZBTB33,GDF15,Transcription Factor,Ligand,0.04217234253883362
Neural,Neural,SEMA7A,ITGA1,Ligand,Receptor,0.140391794326036
Neural,Neural,HLA-A,APLP2,Ligand,Receptor,1.43488263594856
Neural,Neural,CD55,CR1,Ligand,Receptor,0.327104455615061
Neural,Neural,CDH1,PTPRF,Ligand,Receptor,0.0341357534686196
Neural,Neural,B2M,TFRC,Ligand,Receptor,2.39694643231269
Neural,Neural,TNFSF13B,TFRC,Ligand,Receptor,0.359480782804264
Neural,Neural,TF,TFRC,Ligand,Receptor,0.360233847181849
Neural,Neural,C4B,CR1,Ligand,Receptor,0.0657514166636834
Neural,Neural,BSG,SLC16A1,Ligand,Receptor,1.82979025917303
Neural,Neural,ADAM10,TSPAN5,Ligand,Receptor,0.164758977000889
Neural,Neural,CALM2,AQP1,Ligand,Receptor,0.574022967737311
Neural,Neural,ICAM4,RHAG,Ligand,Receptor,0.333507145390937
Neural,Neural,LGALS9,SLC1A5,Ligand,Receptor,0.34752323845333
Neural,MSC,LGALS9,LRP1,Ligand,Receptor,0.23725198086563
Neural,MSC,LGALS9,CD47,Ligand,Receptor,0.199877948616978
Neural,MSC,LGALS9,MRC2,Ligand,Receptor,0.256882144786372
Neural,MSC,ADAM10,TSPAN15,Ligand,Receptor,0.104832656203376
Neural,MSC,ADAM10,NOTCH2,Ligand,Receptor,0.124964598303109
Neural,MSC,SEMA7A,ITGA1,Ligand,Receptor,0.281104675792788
Neural,MSC,HLA-DQA1,CD4,Ligand,Receptor,0.0981327766251217
Neural,MSC,HLA-DQA1,LAG3,Ligand,Receptor,0.0665798739199543
Neural,MSC,HLA-A,ERBB2,Ligand,Receptor,1.40646622575487
Neural,MSC,HLA-A,APLP2,Ligand,Receptor,1.46313902428477
Neural,MSC,APP,LRP1,Ligand,Receptor,0.206992696632648
Neural,MSC,CD55,ADGRE5,Ligand,Receptor,0.318958275289501
Neural,MSC,CDH1,KLRG1,Ligand,Receptor,0.05543827885912
Neural,MSC,HLA-G,CD4,Ligand,Receptor,0.0962864030615244
Neural,MSC,ADAM17,ITGB1,Ligand,Receptor,0.232981459741289
Neural,MSC,ADAM17,ITGA5,Ligand,Receptor,0.0993652494283747
Neural,MSC,EFNB1,ERBB2,Ligand,Receptor,0.0713430928309905
Neural,MSC,ICAM4,ITGB2,Ligand,Receptor,0.160378878074777
Neural,MSC,ICAM4,ITGB1,Ligand,Receptor,0.259171429632959
Neural,MSC,ICAM4,ITGAV,Ligand,Receptor,0.188451111440412
Neural,MSC,TNFSF13B,HLA-DPB1,Ligand,Receptor,0.152363586086945
Neural,MSC,TNFSF13B,CD40,Ligand,Receptor,0.0787953653474474
Neural,MSC,COL6A3,ITGA10,Ligand,Receptor,0.185429842077793
Neural,MSC,COL6A3,ITGA1,Ligand,Receptor,0.188186403108621
Neural,MSC,COL6A3,ITGA11,Ligand,Receptor,0.201158393777563
Neural,MSC,NPPA,NPR3,Ligand,Receptor,0.0517037097951211
Neural,MSC,LGALS3,LAG3,Ligand,Receptor,0.405725879778024
Neural,MSC,FGF7,FGFR1,Ligand,Receptor,0.138124639296661
Neural,MSC,SNCA,LAG3,Ligand,Receptor,0.796239059512145
Neural,MSC,PGF,NRP2,Ligand,Receptor,0.234103677141284
Neural,MSC,IL16,CD4,Ligand,Receptor,0.0972093920343658
Neural,MSC,SFRP2,FZD5,Ligand,Receptor,0.0824643513924276
Neural,MSC,GDF15,TGFBR2,Ligand,Receptor,0.355783424356428
Neural,MSC,LTBP3,ITGB5,Ligand,Receptor,0.14192477039499
Neural,MSC,COL18A1,ITGA1,Ligand,Receptor,0.173311591692237
Neural,MSC,COL18A1,ITGA10,Ligand,Receptor,0.170555030661409
Neural,MSC,COL18A1,ITGA11,Ligand,Receptor,0.186283582361179
Neural,MSC,ARF1,INSR,Ligand,Receptor,0.539338545117338
Neural,MSC,PLAT,LRP1,Ligand,Receptor,0.206893902521066
Neural,MSC,TFPI,LRP1,Ligand,Receptor,0.23400213107043
Neural,MSC,TGM2,ITGB1,Ligand,Receptor,0.234224285998089
Neural,MSC,A2M,LRP1,Ligand,Receptor,0.205815681079465
Neural,MSC,LRPAP1,LRP1,Ligand,Receptor,0.248019869011192
Neural,MSC,C1QB,LRP1,Ligand,Receptor,0.210410022195951
Neural,MSC,PSAP,LRP1,Ligand,Receptor,0.380873239115753
Neural,MSC,PSEN1,NOTCH2,Ligand,Receptor,0.103119999717018
Neural,MSC,PSEN1,NOTCH3,Ligand,Receptor,0.260973077113396
Neural,MSC,COL18A1,ITGA5,Ligand,Receptor,0.0980713318458865
Neural,MSC,CALM2,INSR,Ligand,Receptor,0.612038092271689
Neural,MSC,ITGB3BP,ITGB5,Ligand,Receptor,0.126304746986334
Neural,MSC,VCL,ITGB5,Ligand,Receptor,0.1280449633131
Neural,MSC,LMAN1,MCFD2,Ligand,Receptor,0.137900393002017
Neural,MSC,HSP90B1,LRP1,Ligand,Receptor,0.202719601757393
Neural,MSC,COL18A1,ITGB5,Ligand,Receptor,0.128484726810983
Neural,MSC,PDAP1,PDGFRB,Ligand,Receptor,0.298589422681155
Neural,MSC,NAMPT,ITGA5,Ligand,Receptor,0.178017429864557
Neural,MSC,LGALS3,ENG,Ligand,Receptor,0.588563980282477
Neural,Megakaryocyte,LGALS9,PTPRC,Ligand,Receptor,0.140487289624367
Neural,Megakaryocyte,LGALS9,CD47,Ligand,Receptor,0.228585577760866
Neural,Megakaryocyte,HLA-A,APLP2,Ligand,Receptor,1.39539506388993
Neural,Megakaryocyte,APP,CD74,Ligand,Receptor,0.518382818706906
Neural,Megakaryocyte,APP,RPSA,Ligand,Receptor,0.835851631684031
Neural,Megakaryocyte,BAG6,NCR3,Ligand,Receptor,0.107778094116645
Neural,Megakaryocyte,ADAM17,ITGB1,Ligand,Receptor,0.34620366385255
Neural,Megakaryocyte,ICAM4,ITGB1,Ligand,Receptor,0.37239363374422
Neural,Megakaryocyte,ICAM4,ITGA2B,Ligand,Receptor,0.393846889285246
Neural,Megakaryocyte,ICAM4,ITGA4,Ligand,Receptor,0.0710061032638595
Neural,Megakaryocyte,CXCL8,ADRA2A,Ligand,Receptor,0.0285694680901772
Neural,Megakaryocyte,MIF,CXCR4,Ligand,Receptor,0.325120816580615
Neural,Megakaryocyte,CALR,ITGA2B,Ligand,Receptor,0.438801095715754
Neural,Megakaryocyte,ADM,RAMP1,Ligand,Receptor,0.132171242458378
Neural,Megakaryocyte,NMU,ADRA2A,Ligand,Receptor,0.0308646598273596
Neural,Megakaryocyte,COPA,CD74,Ligand,Receptor,0.516603532478783
Neural,Megakaryocyte,CLEC11A,ITGB1,Ligand,Receptor,0.345765223121383
Neural,Megakaryocyte,IL16,CD9,Ligand,Receptor,0.734177597664409
Neural,Megakaryocyte,ARF1,INSR,Ligand,Receptor,0.504741838419107
Neural,Megakaryocyte,TIMP1,CD63,Ligand,Receptor,0.847051663616683
Neural,Megakaryocyte,TGM2,ITGB1,Ligand,Receptor,0.34744649010935
Neural,Megakaryocyte,BSG,SLC16A1,Ligand,Receptor,1.75330179424795
Neural,Megakaryocyte,CALM1,MYLK,Ligand,Receptor,0.250036881894251
Neural,Megakaryocyte,CALM2,MYLK,Ligand,Receptor,0.746299057465361
Neural,Megakaryocyte,C5,ADRA2A,Ligand,Receptor,0.0545239673175454
Neural,Megakaryocyte,CALM2,GP6,Ligand,Receptor,0.644471960042525
Neural,Megakaryocyte,TGM2,TBXA2R,Ligand,Receptor,0.0595530972399752
Neural,Fibroblast,ADAM10,TSPAN17,Ligand,Receptor,0.254101844441099
Neural,Fibroblast,HLA-A,APLP2,Ligand,Receptor,1.41238278130049
Neural,Fibroblast,APP,CD74,Ligand,Receptor,0.517558564332214
Neural,Fibroblast,APP,RPSA,Ligand,Receptor,0.705402726438991
Neural,Fibroblast,CD55,ADGRE5,Ligand,Receptor,0.348193458220003
Neural,Fibroblast,CXCL8,CD79A,Ligand,Receptor,0.0766937041641092
Neural,Fibroblast,MIF,CXCR4,Ligand,Receptor,0.311740214289699
Neural,Fibroblast,COPA,CD74,Ligand,Receptor,0.51577927810409
Neural,Fibroblast,ARF1,INSR,Ligand,Receptor,0.533497505669845
Neural,Fibroblast,C1QB,C1QBP,Ligand,Receptor,0.247069149016929
Neural,Fibroblast,CALM2,INSR,Ligand,Receptor,0.606197052824195
Neural,Fibroblast,CALM2,GP6,Ligand,Receptor,0.570109864611559
Neural,Fibroblast,CALM2,AQP1,Ligand,Receptor,0.598648670824564
Neural,Fibroblast,LGALS3,ENG,Ligand,Receptor,0.566507537737738
Neural,Myeloid,CD55,ADGRE5,Ligand,Receptor,0.343717665227742
Neural,Myeloid,ICAM4,ITGB2,Ligand,Receptor,0.233162530763079
MSC,Neural,APP,APLP2,Ligand,Receptor,0.209582364030465
MSC,Neural,APP,LRP10,Ligand,Receptor,0.253902870181654
MSC,Neural,APP,NCSTN,Ligand,Receptor,0.132819181619513
MSC,Neural,ITGB2,CD226,Ligand,Receptor,0.135682814699853
MSC,Neural,THBS1,CD36,Ligand,Receptor,0.391180976146295
MSC,Neural,THBS1,CD47,Ligand,Receptor,0.297739805395299
MSC,Neural,THBS1,SCARB1,Ligand,Receptor,0.297831464707814
MSC,Neural,TNFSF13B,TFRC,Ligand,Receptor,0.391331866410137
MSC,Neural,COL1A1,ITGA1,Ligand,Receptor,0.660394807251249
MSC,Neural,COL1A1,CD44,Ligand,Receptor,0.742607518064707
MSC,Neural,COL1A1,CD36,Ligand,Receptor,0.761426270920593
MSC,Neural,COL4A1,ITGA1,Ligand,Receptor,0.114465455664629
MSC,Neural,COL4A1,CD44,Ligand,Receptor,0.196678166478087
MSC,Neural,FN1,CD79A,Ligand,Receptor,0.350680032899365
MSC,Neural,FN1,CD44,Ligand,Receptor,0.44016747649466
MSC,Neural,LAMB1,CD44,Ligand,Receptor,0.175586893415076
MSC,Neural,COL1A2,ITGA1,Ligand,Receptor,0.682854638264266
MSC,Neural,COL1A2,CD44,Ligand,Receptor,0.765067349077724
MSC,Neural,COL1A2,CD36,Ligand,Receptor,0.78388610193361
MSC,Neural,COL4A2,CD44,Ligand,Receptor,0.163403290255439
MSC,Neural,COL6A1,ITGA1,Ligand,Receptor,0.248208205631229
MSC,Neural,COL6A1,CD44,Ligand,Receptor,0.330420916444687
MSC,Neural,COL6A2,ITGA1,Ligand,Receptor,0.533609286200208
MSC,Neural,COL6A2,CD44,Ligand,Receptor,0.615821997013665
MSC,Neural,COL6A3,ITGA1,Ligand,Receptor,0.36340967528952
MSC,Neural,COL6A3,CD44,Ligand,Receptor,0.445622386102978
MSC,Neural,THBS2,CD36,Ligand,Receptor,0.238857303457486
MSC,Neural,LAMB2,CD44,Ligand,Receptor,0.174534471654386
MSC,Neural,LAMA4,CD44,Ligand,Receptor,0.359779773764762
MSC,Neural,HP,CD163,Ligand,Receptor,0.0878904466703023
MSC,Neural,APOE,SCARB1,Ligand,Receptor,1.11861069568597
MSC,Neural,TF,TFRC,Ligand,Receptor,0.558628198453766
MSC,Neural,TF,TFR2,Ligand,Receptor,0.309274739663304
MSC,Neural,LGALS1,ITGB1,Ligand,Receptor,0.68935251396511
MSC,Neural,SPP1,CD44,Ligand,Receptor,0.155088549468214
MSC,Neural,CCL2,ACKR1,Ligand,Receptor,0.296573962892846
MSC,Neural,VCAN,ITGB1,Ligand,Receptor,0.749787560938936
MSC,Neural,VCAN,CD44,Ligand,Receptor,0.82822563818463
MSC,Neural,HGF,ITGB1,Ligand,Receptor,0.278753274417005
MSC,Neural,HGF,CD44,Ligand,Receptor,0.357191351662699
MSC,Neural,NID1,PTPRF,Ligand,Receptor,0.0869055990729693
MSC,Neural,CXCL2,ACKR1,Ligand,Receptor,0.20075856054737
MSC,Neural,FGF7,FGFR4,Ligand,Receptor,0.131515056378473
MSC,Neural,CXCL12,ITGB1,Ligand,Receptor,1.09010430961341
MSC,Neural,CXCL12,CXCR4,Ligand,Receptor,1.08151587247653
MSC,Neural,LUM,ITGB1,Ligand,Receptor,0.511791905457881
MSC,Neural,COL16A1,ITGA1,Ligand,Receptor,0.229524173241693
MSC,Neural,LGALS3BP,ITGB1,Ligand,Receptor,0.266040875872762
MSC,Neural,CCL14,ACKR1,Ligand,Receptor,0.196536107998613
MSC,Neural,COL21A1,ITGA1,Ligand,Receptor,0.123037296407072
MSC,Neural,RARRES2,CCRL2,Ligand,Receptor,0.418641140159691
MSC,Neural,TXLNA,STX4,Ligand,Receptor,0.158137299078053
MSC,Neural,COL8A1,ITGA1,Ligand,Receptor,0.137886624336068
MSC,Neural,COL5A3,ITGA1,Ligand,Receptor,0.214487185386389
MSC,Neural,COL5A2,ITGA1,Ligand,Receptor,0.201256264764412
MSC,Neural,COL5A1,ITGA1,Ligand,Receptor,0.19455412928141
MSC,Neural,COL3A1,ITGA1,Ligand,Receptor,0.531848827449303
MSC,Neural,COL11A1,ITGA1,Ligand,Receptor,0.179135891028921
MSC,Neural,APOE,SORL1,Ligand,Receptor,1.11770412017443
MSC,Neural,SLPI,PLSCR4,Ligand,Receptor,0.332147265075815
MSC,Neural,HMGB1,THBD,Ligand,Receptor,0.756935992936688
MSC,Neural,CP,SLC40A1,Ligand,Receptor,0.949366314810133
MSC,Neural,VIM,CD44,Ligand,Receptor,1.0255260834208
MSC,Neural,SLPI,PLSCR1,Ligand,Receptor,0.34005668987665
MSC,Neural,TIMP2,CD44,Ligand,Receptor,0.209148755617495
MSC,Neural,TIMP3,CD44,Ligand,Receptor,0.290761514384756
MSC,Neural,LPL,CD44,Ligand,Receptor,0.228440285970385
MSC,Neural,PSEN1,CD44,Ligand,Receptor,0.142160081152079
MSC,Neural,ICAM4,RHAG,Ligand,Receptor,0.313063078818889
MSC,Neural,HMGB1,CXCR4,Ligand,Receptor,0.759277918255952
MSC,Neural,HMGB1,CD163,Ligand,Receptor,0.757442077675117
MSC,Neural,LGALS9,SLC1A5,Ligand,Receptor,0.313562380842704
MSC,Neural,MDK,SORL1,Ligand,Receptor,0.641964350511699
MSC,Neural,MDK,NCL,Ligand,Receptor,0.683178886766147
MSC,Neural,VEGFA,CD44,Ligand,Receptor,0.15771892243264
MSC,MSC,LGALS9,LRP1,Ligand,Receptor,0.203291123255004
MSC,MSC,LGALS9,MRC2,Ligand,Receptor,0.222921287175746
MSC,MSC,ADAM10,NOTCH2,Ligand,Receptor,0.12149236472643
MSC,MSC,HLA-DRA,CD4,Ligand,Receptor,0.202235329351543
MSC,MSC,HLA-DRA,LAG3,Ligand,Receptor,0.170682426646376
MSC,MSC,HLA-DRB1,CD4,Ligand,Receptor,0.318835820154147
MSC,MSC,HLA-DRB1,LAG3,Ligand,Receptor,0.287282917448979
MSC,MSC,HLA-DQB1,CD4,Ligand,Receptor,0.0985106255351674
MSC,MSC,HLA-DQB1,LAG3,Ligand,Receptor,0.06695772283
MSC,MSC,HLA-DPB1,CD4,Ligand,Receptor,0.224208294783531
MSC,MSC,HLA-DPB1,LAG3,Ligand,Receptor,0.192655392078363
MSC,MSC,APP,TSPAN15,Ligand,Receptor,0.192810918623069
MSC,MSC,APP,CD74,Ligand,Receptor,0.454021087520632
MSC,MSC,APP,NGFR,Ligand,Receptor,0.141921338421295
MSC,MSC,APP,NOTCH2,Ligand,Receptor,0.212942860722802
MSC,MSC,APP,APLP2,Ligand,Receptor,0.237838752366679
MSC,MSC,APP,LRP1,Ligand,Receptor,0.315036271410307
MSC,MSC,ITGB2,THY1,Ligand,Receptor,0.331468114920199
MSC,MSC,ITGAV,THY1,Ligand,Receptor,0.359540348285834
MSC,MSC,THBS1,CD36,Ligand,Receptor,0.374065019210289
MSC,MSC,THBS1,LRP1,Ligand,Receptor,0.463688022032791
MSC,MSC,THBS1,CD47,Ligand,Receptor,0.42631398978414
MSC,MSC,CSF1,SIRPA,Ligand,Receptor,0.162688584605805
MSC,MSC,HLA-DPA1,CD4,Ligand,Receptor,0.136427976450972
MSC,MSC,HLA-DPA1,LAG3,Ligand,Receptor,0.104875073745804
MSC,MSC,HLA-DMA,CD4,Ligand,Receptor,0.175375336200252
MSC,MSC,SIRPA,CD47,Ligand,Receptor,0.177121759628723
MSC,MSC,ADAM17,ITGB1,Ligand,Receptor,0.297869330897044
MSC,MSC,ADAM17,ITGA5,Ligand,Receptor,0.16425312058413
MSC,MSC,EFNB1,ERBB2,Ligand,Receptor,0.0885878551807456
MSC,MSC,CD47,SIRPA,Ligand,Receptor,0.177121759628723
MSC,MSC,ADAM9,ITGB1,Ligand,Receptor,0.24913609779141
MSC,MSC,ADAM9,ITGAV,Ligand,Receptor,0.178415779598862
MSC,MSC,ADAM9,ITGB5,Ligand,Receptor,0.145933282443592
MSC,MSC,ADAM15,ITGB1,Ligand,Receptor,0.228841445632478
MSC,MSC,ADAM15,ITGAV,Ligand,Receptor,0.158121127439931
MSC,MSC,ADAM15,ITGA5,Ligand,Receptor,0.0952252353195645
MSC,MSC,ICAM4,ITGAV,Ligand,Receptor,0.168007044868364
MSC,MSC,HLA-DRB5,CD4,Ligand,Receptor,0.152002495577124
MSC,MSC,HLA-DRB5,LAG3,Ligand,Receptor,0.120449592871957
MSC,MSC,BTLA,TNFRSF14,Ligand,Receptor,0.0858991310959111
MSC,MSC,PDGFC,PDGFRB,Ligand,Receptor,0.207771570003836
MSC,MSC,TNFSF13B,HLA-DPB1,Ligand,Receptor,0.184214669692817
MSC,MSC,TNFSF13B,CD40,Ligand,Receptor,0.11064644895332
MSC,MSC,AGRN,ITGB1,Ligand,Receptor,0.25786571525915
MSC,MSC,AGRN,LRP1,Ligand,Receptor,0.232315392881676
MSC,MSC,COL1A1,ITGA10,Ligand,Receptor,0.798351127687173
MSC,MSC,COL1A1,ITGA1,Ligand,Receptor,0.801107688718
MSC,MSC,COL1A1,ITGA11,Ligand,Receptor,0.814079679386943
MSC,MSC,COL1A1,ITGA5,Ligand,Receptor,0.72586742887165
MSC,MSC,COL1A1,CD44,Ligand,Receptor,0.667912877467505
MSC,MSC,COL1A1,CD36,Ligand,Receptor,0.744310313984586
MSC,MSC,COL1A1,DDR2,Ligand,Receptor,0.784843343943094
MSC,MSC,COL1A1,CD93,Ligand,Receptor,0.665304008191104
MSC,MSC,COL4A1,ITGA10,Ligand,Receptor,0.252421776100553
MSC,MSC,COL4A1,ITGA1,Ligand,Receptor,0.255178337131381
MSC,MSC,COL4A1,ITGA11,Ligand,Receptor,0.268150327800323
MSC,MSC,COL4A1,CD47,Ligand,Receptor,0.250629932971818
MSC,MSC,COL4A1,CD93,Ligand,Receptor,0.119374656604485
MSC,MSC,FN1,ITGAV,Ligand,Receptor,0.521683438518243
MSC,MSC,FN1,ITGA5,Ligand,Receptor,0.49023549245806
MSC,MSC,FN1,CD44,Ligand,Receptor,0.365472835897458
MSC,MSC,FN1,PLAUR,Ligand,Receptor,0.437518977257601
MSC,MSC,FN1,IL17RC,Ligand,Receptor,0.367384187307885
MSC,MSC,VWF,LRP1,Ligand,Receptor,0.241355313278637
MSC,MSC,LAMB1,ITGA1,Ligand,Receptor,0.175711113601807
MSC,MSC,COL1A2,ITGA10,Ligand,Receptor,0.82081095870019
MSC,MSC,COL1A2,ITGA1,Ligand,Receptor,0.823567519731017
MSC,MSC,COL1A2,ITGA11,Ligand,Receptor,0.83653951039996
MSC,MSC,COL1A2,CD44,Ligand,Receptor,0.690372708480522
MSC,MSC,COL1A2,CD36,Ligand,Receptor,0.766770144997603
MSC,MSC,COL1A2,CD93,Ligand,Receptor,0.687763839204121
MSC,MSC,COL4A2,ITGA10,Ligand,Receptor,0.219146899877905
MSC,MSC,COL4A2,ITGA1,Ligand,Receptor,0.221903460908733
MSC,MSC,COL4A2,ITGA11,Ligand,Receptor,0.234875451577675
MSC,MSC,COL4A2,ITGB5,Ligand,Receptor,0.177076596027478
MSC,MSC,COL4A2,CD93,Ligand,Receptor,0.0860997803818368
MSC,MSC,COL6A1,ITGA10,Ligand,Receptor,0.386164526067153
MSC,MSC,COL6A1,ITGA1,Ligand,Receptor,0.388921087097981
MSC,MSC,COL6A1,ITGA11,Ligand,Receptor,0.401893077766923
MSC,MSC,COL6A1,CD44,Ligand,Receptor,0.255726275847485
MSC,MSC,COL6A2,ITGA10,Ligand,Receptor,0.671565606636131
MSC,MSC,COL6A2,ITGA1,Ligand,Receptor,0.674322167666959
MSC,MSC,COL6A2,ITGA11,Ligand,Receptor,0.687294158335901
MSC,MSC,COL6A2,CD44,Ligand,Receptor,0.541127356416463
MSC,MSC,COL6A3,ITGA10,Ligand,Receptor,0.501365995725444
MSC,MSC,COL6A3,ITGA1,Ligand,Receptor,0.504122556756272
MSC,MSC,COL6A3,ITGA11,Ligand,Receptor,0.517094547425214
MSC,MSC,COL6A3,CD44,Ligand,Receptor,0.370927745505776
MSC,MSC,IBSP,ITGB5,Ligand,Receptor,0.342110238449426
MSC,MSC,TNC,ITGA5,Ligand,Receptor,0.470576504631049
MSC,MSC,THBS2,CD47,Ligand,Receptor,0.273990317095331
MSC,MSC,THBS2,NOTCH3,Ligand,Receptor,0.367124016052855
MSC,MSC,HSPG2,ITGB1,Ligand,Receptor,0.413347593955102
MSC,MSC,HSPG2,FGFR1,Ligand,Receptor,0.321964670917611
MSC,MSC,HSPG2,LRP1,Ligand,Receptor,0.387797271577628
MSC,MSC,HSPG2,PTPRS,Ligand,Receptor,0.25799217647196
MSC,MSC,LAMA4,CD44,Ligand,Receptor,0.28508513316756
MSC,MSC,GDF11,BMPR2,Ligand,Receptor,0.113065028516764
MSC,MSC,HP,ITGB2,Ligand,Receptor,0.194836371195382
MSC,MSC,TGFB1,ITGB1,Ligand,Receptor,0.300127954477905
MSC,MSC,TGFB1,ITGB5,Ligand,Receptor,0.196925139130088
MSC,MSC,TGFB1,TGFBR3,Ligand,Receptor,0.182812574834752
MSC,MSC,IGF2,INSR,Ligand,Receptor,0.430001790839074
MSC,MSC,IGF2,IGF2R,Ligand,Receptor,0.435744899735824
MSC,MSC,APOE,LRP1,Ligand,Receptor,1.28446725301095
MSC,MSC,LGALS1,ITGB1,Ligand,Receptor,0.884666712330661
MSC,MSC,SPP1,ITGAV,Ligand,Receptor,0.236604511491798
MSC,MSC,SPP1,ITGA5,Ligand,Receptor,0.205156565431614
MSC,MSC,SPP1,ITGB5,Ligand,Receptor,0.185003103817889
MSC,MSC,BMP1,BMPR2,Ligand,Receptor,0.0812704394953225
MSC,MSC,CCL2,CCR10,Ligand,Receptor,0.246643306172638
MSC,MSC,CCL2,ACKR1,Ligand,Receptor,0.322525755324912
MSC,MSC,VCAN,ITGB1,Ligand,Receptor,0.945101759304487
MSC,MSC,VCAN,CD44,Ligand,Receptor,0.753530997587428
MSC,MSC,HGF,NRP1,Ligand,Receptor,0.33313291382842
MSC,MSC,HGF,ITGB1,Ligand,Receptor,0.474067472782556
MSC,MSC,HGF,CD44,Ligand,Receptor,0.282496711065497
MSC,MSC,NID1,ITGB1,Ligand,Receptor,0.295624755235015
MSC,MSC,NID1,ITGAV,Ligand,Receptor,0.224904437042468
MSC,MSC,VEGFA,NRP1,Ligand,Receptor,0.133660484598361
MSC,MSC,VEGFA,NRP2,Ligand,Receptor,0.239426262605748
MSC,MSC,VEGFA,ITGB1,Ligand,Receptor,0.274595043552497
MSC,MSC,VEGFA,ITGAV,Ligand,Receptor,0.20387472535995
MSC,MSC,VEGFA,SIRPA,Ligand,Receptor,0.0759297881860098
MSC,MSC,FST,BMPR2,Ligand,Receptor,0.170733167304266
MSC,MSC,MDK,NOTCH2,Ligand,Receptor,0.706634072660711
MSC,MSC,MDK,LRP1,Ligand,Receptor,0.808727483348217
MSC,MSC,FGF7,NRP1,Ligand,Receptor,0.194062357623961
MSC,MSC,FGF7,FGFR1,Ligand,Receptor,0.243613993540606
MSC,MSC,FBLN1,ITGB1,Ligand,Receptor,0.312098549468675
MSC,MSC,CALR,ITGAV,Ligand,Receptor,0.515114172910739
MSC,MSC,CALR,LRP1,Ligand,Receptor,0.560284168725812
MSC,MSC,GRN,TNFRSF1A,Ligand,Receptor,0.248561601068985
MSC,MSC,ADM,RAMP1,Ligand,Receptor,0.127113646767543
MSC,MSC,ADM,RAMP2,Ligand,Receptor,0.121329096431399
MSC,MSC,ADM,RAMP3,Ligand,Receptor,0.115210420414293
MSC,MSC,SERPINF1,PLXDC2,Ligand,Receptor,0.416176040977454
MSC,MSC,CXCL12,CD4,Ligand,Receptor,1.15025804938115
MSC,MSC,CXCL12,ITGB1,Ligand,Receptor,1.28541850797896
MSC,MSC,CXCL12,ITGAV,Ligand,Receptor,1.21469818978641
MSC,MSC,CXCL12,ITGA5,Ligand,Receptor,1.15180229766604
MSC,MSC,PGF,NRP1,Ligand,Receptor,0.305579876172866
MSC,MSC,PGF,NRP2,Ligand,Receptor,0.411345654180253
MSC,MSC,VEGFB,NRP1,Ligand,Receptor,0.115475972383408
MSC,MSC,LUM,ITGB1,Ligand,Receptor,0.707106103823432
MSC,MSC,COL16A1,ITGA10,Ligand,Receptor,0.367480493677617
MSC,MSC,COL16A1,ITGA1,Ligand,Receptor,0.370237054708444
MSC,MSC,COL16A1,ITGA11,Ligand,Receptor,0.383209045377387
MSC,MSC,LGALS3BP,ITGB1,Ligand,Receptor,0.461355074238313
MSC,MSC,MFGE8,ITGAV,Ligand,Receptor,0.20656848897297
MSC,MSC,MFGE8,PDGFRB,Ligand,Receptor,0.234321828504331
MSC,MSC,ANGPT1,ITGB1,Ligand,Receptor,0.299348939299991
MSC,MSC,ANGPT1,ITGA5,Ligand,Receptor,0.165732728987077
MSC,MSC,COL21A1,ITGA10,Ligand,Receptor,0.260993616842995
MSC,MSC,COL21A1,ITGA1,Ligand,Receptor,0.263750177873823
MSC,MSC,COL21A1,ITGA11,Ligand,Receptor,0.276722168542765
MSC,MSC,SCGB3A1,NOTCH3,Ligand,Receptor,0.265255322137464
MSC,MSC,SPON2,ITGB2,Ligand,Receptor,0.15202678482364
MSC,MSC,SPON2,ITGB1,Ligand,Receptor,0.250819336381822
MSC,MSC,SPON2,ITGA5,Ligand,Receptor,0.117203126068908
MSC,MSC,ANGPTL4,ITGA5,Ligand,Receptor,0.249529283645663
MSC,MSC,ANGPTL4,CDH11,Ligand,Receptor,0.485614526418713
